study_id,analysis_id,analysis_feature_id,source_metabolite_id,source_reported_name,refmet_name,missing_fraction,isotope_internal_standard_row,excluded_as_isotope_internal_standard,passes_missingness_threshold,nonconstant_after_imputation,included_in_pca
ST001521,AN002534,ST001521|AN002534|ME367764,ME367764,TG(43:1),TG 43:1,0.38666666666666666,False,False,False,False,False
ST001521,AN002534,ST001521|AN002534|ME367763,ME367763,TG(43:2),TG 43:2,0.5133333333333333,False,False,False,False,False
ST001521,AN002534,ST001521|AN002534|ME367768,ME367768,TG(44:0),TG 44:0,0.006666666666666667,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367767,ME367767,TG(44:1),TG 44:1,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367766,ME367766,TG(44:2),TG 44:2,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367772,ME367772,TG(45:0),TG 45:0,0.35333333333333333,False,False,False,False,False
ST001521,AN002534,ST001521|AN002534|ME367771,ME367771,TG(45:1),TG 45:1,0.02,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367770,ME367770,TG(45:2),TG 45:2,0.16666666666666666,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367769,ME367769,TG(45:3),TG 45:3,0.29333333333333333,False,False,False,False,False
ST001521,AN002534,ST001521|AN002534|ME367777,ME367777,TG(46:0),TG 46:0,0.02,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367776,ME367776,TG(46:1),TG 46:1,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367775,ME367775,TG(46:2),TG 46:2,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367774,ME367774,TG(46:3),TG 46:3,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367773,ME367773,TG(46:4),TG 46:4,0.006666666666666667,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367780,ME367780,TG(47:0),TG 47:0,0.4666666666666667,False,False,False,False,False
ST001521,AN002534,ST001521|AN002534|ME367779,ME367779,TG(47:1),TG 47:1,0.10666666666666667,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367778,ME367778,TG(47:2),TG 47:2,0.02,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367786,ME367786,TG(48:0),TG 48:0,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367785,ME367785,TG(48:1),TG 48:1,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367784,ME367784,TG(48:2),TG 48:2,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367783,ME367783,TG(48:3),TG 48:3,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367782,ME367782,TG(48:4),TG 48:4,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367781,ME367781,TG(48:5),TG 48:5,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367790,ME367790,TG(49:0),TG 49:0,0.24,False,False,False,False,False
ST001521,AN002534,ST001521|AN002534|ME367789,ME367789,TG(49:1),TG 49:1,0.18666666666666668,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367788,ME367788,TG(49:2),TG 49:2,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367787,ME367787,TG(49:3),TG 49:3,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367797,ME367797,TG(50:0),TG 50:0,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367796,ME367796,TG(50:1),TG 50:1,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367795,ME367795,TG(50:2),TG 50:2,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367794,ME367794,TG(50:3),TG 50:3,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367793,ME367793,TG(50:4),TG 50:4,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367792,ME367792,TG(50:5),TG 50:5,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367791,ME367791,TG(50:6),TG 50:6,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367801,ME367801,TG(51:0),TG 51:0,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367800,ME367800,TG(51:1),TG 51:1,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367799,ME367799,TG(51:2),TG 51:2,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367798,ME367798,TG(51:3),TG 51:3,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367809,ME367809,TG(52:0),TG 52:0,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367808,ME367808,TG(52:1),TG 52:1,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367807,ME367807,TG(52:2),TG 52:2,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367806,ME367806,TG(52:3),TG 52:3,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367805,ME367805,TG(52:4),TG 52:4,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367804,ME367804,TG(52:5),TG 52:5,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367803,ME367803,TG(52:6),TG 52:6,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367802,ME367802,TG(52:7),TG 52:7,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367811,ME367811,TG(53:2),TG 53:2,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367810,ME367810,TG(53:3),TG 53:3,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367822,ME367822,TG(54:1),TG 54:1,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367812,ME367812,TG(54:10),TG 54:10,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367821,ME367821,TG(54:2),TG 54:2,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367820,ME367820,TG(54:3),TG 54:3,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367819,ME367819,TG(54:4),TG 54:4,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367818,ME367818,TG(54:5),TG 54:5,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367817,ME367817,TG(54:6),TG 54:6,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367816,ME367816,TG(54:7),TG 54:7,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367814,ME367814,TG(54:8)_A,TG 54:8,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367815,ME367815,TG(54:8)_B,TG 54:8,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367813,ME367813,TG(54:9),TG 54:9,0.08,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367824,ME367824,TG(55:2),TG 55:2,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367823,ME367823,TG(55:3),TG 55:3,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367835,ME367835,TG(56:1),TG 56:1,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367825,ME367825,TG(56:10),TG 56:10,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367834,ME367834,TG(56:2),TG 56:2,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367833,ME367833,TG(56:3),TG 56:3,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367832,ME367832,TG(56:4),TG 56:4,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367830,ME367830,TG(56:5)_A,TG 56:5,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367831,ME367831,TG(56:5)_B,TG 56:5,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367829,ME367829,TG(56:6),TG 56:6,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367828,ME367828,TG(56:7),TG 56:7,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367827,ME367827,TG(56:8),TG 56:8,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367826,ME367826,TG(56:9),TG 56:9,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367837,ME367837,TG(58:10),TG 58:10,0.0,False,False,True,True,True
ST001521,AN002534,ST001521|AN002534|ME367836,ME367836,TG(58:11),TG 58:11,0.0,False,False,True,True,True
